Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee,2011,2.34,0.07,0.12,-2.39,-119,-5217,-3461,202065,57640
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee,2012,2.48,0.14,0.07,-2.41,-60,-4247,-2970,126381,54723
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee,2013,2.46,0.1,0.05,-2.41,-21,-1499,-1201,72305,20303
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee,2014,2.56,0.23,-0.03,-2.3,-30,-1210,-953,43240,24129
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee,2015,2.42,0.09,0.05,-2.38,-23,-1481,-1159,123271,25026
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2016,0,-2.36,0.04,-2.4,-12,-884,-765,36401,21346
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2017,0,-1.93,0.06,-1.99,254,-396,-353,19968,12083
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2018,0,-2.06,0.04,-2.1,190,-950,-826,45084,30266
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2019,0,-1.79,,-1.79,-142,-801,-702,18710,16613
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2020,0,-1.75,,-1.75,-126,-398,-350,11556,6886
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2021,0,-1.64,,-1.64,-638,-1373,-1289,74653,68635
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2022,0,-1.53,,-1.53,-406,-818,-793,31114,26068
Department of Housing and Urban Development,Community Planning and Development,Community Development Loan Guarantees,Section 108 Community Development Loan Guarantee (Fee),2023,0,-0.45,,-0.45,-23,-23,-22,5009,4545
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1992,-2.6,-3.24,-0.82,0.18,-1711,-271941,-270328,43436966,
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1993,-2.7,-2.66,-0.16,0.2,-591,222778,12321,71620338,
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1994,-2.79,-1.79,0.76,0.24,349,1570486,941702,82367121,20
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1995,-1.95,-0.72,0.99,0.24,1703,947562,609004,40997968,13320
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1996,-2.77,-1.03,1.42,0.32,3571,1960745,1509607,64199785,82790
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1997,-2.88,-0.98,1.34,0.56,4857,2237730,1646231,67016474,166830
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1998,-2.99,-1.4,1.18,0.41,6905,1989532,1382481,93255810,379980
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,1999,-2.62,-1.23,0.91,0.48,10626,2195869,1475901,111807782,745680
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2000,-1.99,0.26,1.69,0.56,10346,2585992,1802935,84858576,565130
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2001,-2.15,0.15,1.54,0.76,21839,3677538,2642189,121642414,902580
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2002,-2.07,0.45,1.41,1.11,22763,4199220,3188099,131415258,1756610
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2003,-2.53,-0.17,1.53,0.83,9920,2487811,2650417,115979735,3669820
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2004,-2.47,2.67,0.98,4.16,33183,6626247,5461686,107616910,4147180
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2005,-1.8,6.13,0.97,6.96,28150,5039095,4607563,57971792,330960
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2006,-1.7,7.73,1.52,7.91,43735,5744216,4890030,51765426,3154380
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2007,-0.37,9.68,,10.05,59088,6355964,5710894,56509219,3573720
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2008,-0.25,7.19,0.04,7.4,139129,14465455,12889275,171825322,9593180
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2009,-0.05,1.78,0.09,1.74,152776,6717382,6111854,330458853,20726020
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2010,-0.86,-1.4,0.04,-0.58,98050,-1962917,-1661929,297614083,24322160
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2011,-3.1,-2.88,-0.22,0.44,80049,170173,220748,217747580,19930200
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2012,-2.53,-4.79,-0.03,-2.23,71345,-5263586,-4939146,213166997,26573350
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2013,-7.22,-5.13,-0.24,2.33,72865,4345128,4374277,239975097,40852890
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2014,-7.25,-5.19,0.23,1.83,-86498,2537041,2501948,135032745,15639980
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2015,-9.03,-5.02,2.49,1.52,-154145,1990280,2043727,212917636,31809640
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2016,-3.7,-5.11,-0.19,-1.22,-223714,-4023747,-3679921,245447908,98912900
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2017,-4.42,-4.99,-1,0.43,-256339,-2079754,-1720102,250923367,59064140
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2018,-3.18,-4.57,-0.06,-1.33,-193149,-3438228,-3086999,209175630,50503700
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2019,-3.2,-3.88,-0.04,-0.64,-281967,-1910053,-1645477,214715096,55203840
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2020,-2.27,-5.44,-0.22,-2.95,-1242355,-10289600,-9950621,310438201,130641360
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2021,-3.36,-7.07,-0.1,-3.61,-2711571,-13391298,-12958663,344463794,245612200
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2022,-2.69,-6.08,0.11,-3.5,-2856268,-9256076,-8771433,253935330,222791600
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2023,-3.05,-3.25,1.69,-1.89,-4023731,-2976663,-2694728,204090887,197357330
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI Fund,2024,-1.32,-1.96,0.01,-0.65,-1655566,-1655566,-1583062,231482488,225586080
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2009,-1.37,4.89,-1.01,7.27,-30177,1216341,1867620,30188777,1998524
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2010,-0.5,1.64,4.01,-1.87,-117434,-50439,462135,21732179,1336229
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2011,-0.01,0.2,0.59,-0.38,-17987,-591760,38727,18224410,1169754
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2012,-1.52,-0.34,-2.02,3.2,-29601,-272817,145958,13170788,874982
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2013,-2.29,-1.63,-0.9,1.56,-56157,-310420,109397,14775707,1029684
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2014,-0.41,-4.01,0.82,-4.42,119000,-664627,-489425,13533612,1868363
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2015,-0.4,-6.76,-1.93,-4.43,17286,-1282099,-1017685,15988470,3256436
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2016,-0.69,-10.92,-0.82,-9.41,-322071,-1718561,-1500361,14651756,3346655
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2017,-0.33,-11.19,-2.38,-8.48,-628018,-2207458,-1923012,17700508,4762778
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2018,-0.49,-7.59,-0.02,-7.08,-337586,-1289382,-1112612,16189002,4006705
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2019,-0.15,-5.37,0.06,-5.28,-150986,-611168,-548700,10855810,2349726
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2020,-0.08,-9.17,-0.49,-8.6,-606932,-1546624,-1463733,16429812,4758287
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2021,-2.39,-6.99,-0.44,-4.16,-778575,-1057709,-992396,21330365,8775960
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2022,-2.54,-2.61,0.73,-0.8,-1282578,-39858,-44956,32123157,15629851
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2023,-4.19,-1.21,1.42,1.56,490629,490629,462644,16170890,5780947
Department of Housing and Urban Development,Housing Programs,FHA-Mutual Mortgage Insurance,MMI HECM,2024,-2.87,-2.86,0.1,-0.09,-16981,-16981,-16219,13357229,3925136
Department of Housing and Urban Development,Housing Programs,Home Ownership Preservation Equity Fund,HOPE for Homeowners Loan Guarantees,2009,13.38,-23.53,1.35,-38.26,-57,-1527,-979,4239,1
Department of Housing and Urban Development,Housing Programs,Home Ownership Preservation Equity Fund,HOPE for Homeowners Loan Guarantees,2010,16.91,-14.03,0.25,-31.19,-31,-3721,-2730,19751,5
Department of Housing and Urban Development,Housing Programs,Home Ownership Preservation Equity Fund,HOPE for Homeowners Loan Guarantees,2011,10.9,-13.4,0.67,-24.97,215,-16823,-13413,101318,28
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2018,-1.61,-3.12,-0.02,-1.49,-15504,-61067,-43643,3994939,2462114
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2019,-0.2,-2.42,-0.01,-2.21,-17417,-70692,-55101,3877941,2876993
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2020,-1.32,-2.77,-0.2,-1.25,-28350,-55219,-48146,3712633,3536164
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2021,-1.32,-3.53,0.1,-2.31,-19045,-83890,-79375,3474117,3420685
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2022,-1.32,-3.83,0.11,-2.62,-24472,-73870,-70186,2811842,2803300
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2023,-0.9,-3.78,0.06,-2.94,6683,-35157,-34148,1241183,1241183
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Apartment New Construction / Substantial Rehab,2024,-1.16,-1.84,,-0.68,-15055,-15055,-14507,3657501,3657501
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Tax Credits,2018,-1.63,-2.08,-0.01,-0.44,-9475,86082,-88710,3694697,2833502
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Tax Credits,2019,-2.49,-2.19,-0.03,0.33,-5776,40694,42489,3292923,2831059
Department of Housing and Urban Development,Housing Programs,FHA-General and Special Risk,Tax Credits,2020,-2.25,-2.27,-0.49,0.47,-4839,-10112,-10117,3885028,3616984
